year,tournament,start date,type,surface,draw,atp points,atp ranking,tournament prize money,round,opponent,ranking,score,stats link,tournament.1,tournament round,time,winner,player1 name,player1 nationality,player1 aces,player1 double faults,player1 1st serves in,player1 1st serves total,player1 1st serve points won,player1 1st serve points total,player1 2nd serve points won,player1 2nd serve points total,player1 break points won,player1 break points total,player1 service games played,player1 1st serve return points won,player1 1st serve return points total,player1 2nd serve return points won,player1 2nd serve return points total,player1 break points converted won,player1 break points converted total,player1 return games played,player1 total service points won,player1 total service points total,player1 total return points won,player1 total return points total,player1 total points won,player1 total points total,player2 name,player2 nationality,player2 aces,player2 double faults,player2 1st serves in,player2 1st serves total,player2 1st serve points won,player2 1st serve points total,player2 2nd serve points won,player2 2nd serve points total,player2 break points won,player2 break points total,player2 service games played,player2 1st serve return points won,player2 1st serve return points total,player2 2nd serve return points won,player2 2nd serve return points total,player2 break points converted won,player2 break points converted total,player2 return games played,player2 total service points won,player2 total service points total,player2 total return points won,player2 total return points total,player2 total points won,player2 total points total,win
1999,"ATP Masters Series Monte Carlo, Monaco",1999-04-19,SU,Outdoor: Clay,Draw: 56,1,128.0,"$7,690",R64,Vincent Spadea (USA),33,"L 6-7(3), 0-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=1999&r=2&p=F324,ATP Masters Series Monte Carlo,R64,65,Vincent Spadea,Roger Federer,Switzerland,0.0,2.0,33.0,62.0,20.0,33.0,15.0,29.0,4.0,7.0,9.0,6.0,33.0,5.0,21.0,0.0,0.0,9.0,35.0,62.0,11.0,54.0,46.0,116.0,Vincent Spadea,United States,1.0,0.0,33.0,54.0,27.0,33.0,16.0,21.0,0.0,0.0,9.0,13.0,33.0,14.0,29.0,3.0,7.0,9.0,43.0,54.0,27.0,62.0,70.0,116.0,False
1999,"ITA V SUI 1RD, Switzerland",1999-04-02,DC,Indoor: Carpet,Draw: 4,,123.0,$,RR,Davide Sanguinetti (ITA),48,"W 6-4, 6-7(3), 6-3, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=909&y=1999&r=-6&p=F324,ITA V SUI 1RD,RR,0,Roger Federer,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,Davide Sanguinetti,Italy,,,,,,,,,,,,,,,,,,,,,,,,,True
1999,"ITA V SUI 1RD, Switzerland",1999-04-02,DC,Indoor: Carpet,Draw: 4,,123.0,$,RR,Gianluca Pozzi (ITA),69,"L 4-6, 6-7(4)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=909&y=1999&r=-3&p=F324,ITA V SUI 1RD,RR,0,Gianluca Pozzi,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,Gianluca Pozzi,Italy,,,,,,,,,,,,,,,,,,,,,,,,,False
1999,"ATP Masters Series Miami, FL, U.S.A",1999-03-15,SU,Outdoor: Hard,Draw: 96,1,125.0,"$4,000",R128,Kenneth Carlsen (DEN),106,"L 5-7, 6-7(4)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=1999&r=1&p=F324,ATP Masters Series Miami,R128,102,Kenneth Carlsen,Roger Federer,Switzerland,6.0,6.0,54.0,104.0,39.0,54.0,22.0,50.0,11.0,14.0,12.0,11.0,45.0,13.0,31.0,2.0,7.0,12.0,61.0,104.0,24.0,76.0,85.0,180.0,Kenneth Carlsen,Denmark,6.0,1.0,45.0,76.0,34.0,45.0,18.0,31.0,5.0,7.0,12.0,15.0,54.0,28.0,50.0,3.0,14.0,12.0,52.0,76.0,43.0,104.0,95.0,180.0,False
1999,"Grenoble, France",1999-03-01,CH,Indoor: Hard,Draw: 32,6,129.0,$650,R32,Rodolphe Gilbert (FRA),191,"W 6-2, 6-0",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=493&y=1999&r=3&p=F324,Grenoble,R32,0,Roger Federer,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,Rodolphe Gilbert,France,,,,,,,,,,,,,,,,,,,,,,,,,True
1999,"Grenoble, France",1999-03-01,CH,Indoor: Hard,Draw: 32,6,129.0,$650,R16,Julien Boutter (FRA),215,"L 6-4, 2-6, 3-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=493&y=1999&r=4&p=F324,Grenoble,R16,0,Julien Boutter,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,Julien Boutter,France,,,,,,,,,,,,,,,,,,,,,,,,,False
1999,"Rotterdam, The Netherlands",1999-02-15,CS,Indoor: Carpet,Draw: 32,77,178.0,"$19,650",R32,Guillaume Raoux (FRA),71,"W 6-7(4), 7-5, 7-6(3)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=407&y=1999&r=3&p=F324,Rotterdam,R32,149,Roger Federer,Roger Federer,Switzerland,14.0,2.0,71.0,111.0,58.0,71.0,21.0,40.0,1.0,2.0,18.0,20.0,69.0,31.0,71.0,2.0,6.0,18.0,79.0,111.0,51.0,140.0,130.0,251.0,Guillaume Raoux,France,10.0,9.0,69.0,140.0,49.0,69.0,40.0,71.0,4.0,6.0,18.0,13.0,71.0,19.0,40.0,1.0,2.0,18.0,89.0,140.0,32.0,111.0,121.0,251.0,True
1999,"Rotterdam, The Netherlands",1999-02-15,CS,Indoor: Carpet,Draw: 32,77,178.0,"$19,650",R16,Bohdan Ulihrach (CZE),30,"W 6-4, 7-5",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=407&y=1999&r=4&p=F324,Rotterdam,R16,65,Roger Federer,Roger Federer,Switzerland,10.0,3.0,37.0,55.0,31.0,37.0,13.0,18.0,0.0,0.0,11.0,8.0,41.0,17.0,29.0,2.0,7.0,11.0,44.0,55.0,25.0,70.0,69.0,125.0,Bohdan Ulihrach,Czech Republic,5.0,4.0,41.0,70.0,33.0,41.0,12.0,29.0,5.0,7.0,11.0,6.0,37.0,5.0,18.0,0.0,0.0,11.0,45.0,70.0,11.0,55.0,56.0,125.0,True
1999,"Rotterdam, The Netherlands",1999-02-15,CS,Indoor: Carpet,Draw: 32,77,178.0,"$19,650",Q,Yevgeny Kafelnikov (RUS),2,"L 1-6, 7-5, 4-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=407&y=1999&r=5&p=F324,Rotterdam,Q,109,Yevgeny Kafelnikov,Roger Federer,Switzerland,6.0,6.0,39.0,93.0,25.0,39.0,27.0,54.0,10.0,16.0,14.0,19.0,57.0,18.0,36.0,4.0,7.0,15.0,52.0,93.0,37.0,93.0,89.0,186.0,Yevgeny Kafelnikov,Russian Federation,6.0,6.0,57.0,93.0,38.0,57.0,18.0,36.0,3.0,7.0,15.0,14.0,39.0,27.0,54.0,6.0,16.0,14.0,56.0,93.0,41.0,93.0,97.0,186.0,False
1999,"Marseille, France",1999-02-01,WS,Indoor: Hard,Draw: 32,71,243.0,"$14,700",R32,Carlos Moya (ESP),5,"W 7-6(1), 3-6, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=496&y=1999&r=3&p=F324,Marseille,R32,113,Roger Federer,Roger Federer,Switzerland,3.0,10.0,46.0,110.0,36.0,46.0,32.0,64.0,5.0,8.0,15.0,15.0,52.0,25.0,53.0,3.0,9.0,15.0,68.0,110.0,40.0,105.0,108.0,215.0,Carlos Moya,Spain,9.0,2.0,52.0,105.0,37.0,52.0,28.0,53.0,6.0,9.0,15.0,10.0,46.0,32.0,64.0,3.0,8.0,15.0,65.0,105.0,42.0,110.0,107.0,215.0,True
1999,"Marseille, France",1999-02-01,WS,Indoor: Hard,Draw: 32,71,243.0,"$14,700",R16,Jerome Golmard (FRA),63,"W 6-7(6), 7-6(5), 7-6(5)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=496&y=1999&r=4&p=F324,Marseille,R16,140,Roger Federer,Roger Federer,Switzerland,12.0,5.0,73.0,115.0,63.0,73.0,19.0,42.0,3.0,5.0,18.0,13.0,67.0,24.0,54.0,2.0,6.0,18.0,82.0,115.0,37.0,121.0,119.0,236.0,Jerome Golmard,France,14.0,8.0,67.0,121.0,54.0,67.0,30.0,54.0,4.0,6.0,18.0,10.0,73.0,23.0,42.0,2.0,5.0,18.0,84.0,121.0,33.0,115.0,117.0,236.0,True
1999,"Marseille, France",1999-02-01,WS,Indoor: Hard,Draw: 32,71,243.0,"$14,700",Q,Arnaud Clement (FRA),103,"L 3-6, 3-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=496&y=1999&r=5&p=F324,Marseille,Q,70,Arnaud Clement,Roger Federer,Switzerland,3.0,6.0,37.0,65.0,21.0,37.0,11.0,28.0,5.0,10.0,9.0,2.0,23.0,13.0,22.0,2.0,3.0,9.0,32.0,65.0,15.0,45.0,47.0,110.0,Arnaud Clement,France,1.0,2.0,23.0,45.0,21.0,23.0,9.0,22.0,1.0,3.0,9.0,16.0,37.0,17.0,28.0,5.0,10.0,9.0,30.0,45.0,33.0,65.0,63.0,110.0,False
1999,"Heilbronn, Germany",1999-01-25,CH,Indoor: Carpet,Draw: 32,43,298.0,"$5,000",R32,Cristiano Caratti (ITA),161,"W 7-5, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=460&y=1999&r=3&p=F324,Heilbronn,R32,0,Roger Federer,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,Cristiano Caratti,Italy,,,,,,,,,,,,,,,,,,,,,,,,,True
1999,"Heilbronn, Germany",1999-01-25,CH,Indoor: Carpet,Draw: 32,43,298.0,"$5,000",R16,John van Lottum (NED),100,"W 6-2, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=460&y=1999&r=4&p=F324,Heilbronn,R16,0,Roger Federer,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,John van Lottum,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,True
1999,"Heilbronn, Germany",1999-01-25,CH,Indoor: Carpet,Draw: 32,43,298.0,"$5,000",Q,Justin Gimelstob (USA),,"W 6-7, 7-6, 7-5",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=460&y=1999&r=5&p=F324,Heilbronn,Q,0,Roger Federer,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,Justin Gimelstob,United States,,,,,,,,,,,,,,,,,,,,,,,,,True
1999,"Heilbronn, Germany",1999-01-25,CH,Indoor: Carpet,Draw: 32,43,298.0,"$5,000",S,Laurence Tieleman (ITA),106,"L 5-7, 1-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=460&y=1999&r=6&p=F324,Heilbronn,S,0,Laurence Tieleman,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,Laurence Tieleman,Italy,,,,,,,,,,,,,,,,,,,,,,,,,False
2000,"Stockholm, Sweden",2000-11-20,WS,Indoor: Hard,Draw: 32,20,29.0,"$13,050",R32,Mikhail Youzhny (RUS),110,"W 5-7, 6-4, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=429&y=2000&r=3&p=F324,Stockholm,R32,111,Roger Federer,Roger Federer,Switzerland,10.0,2.0,61.0,96.0,44.0,61.0,19.0,35.0,5.0,8.0,16.0,19.0,50.0,19.0,49.0,4.0,8.0,15.0,63.0,96.0,38.0,99.0,101.0,195.0,Mikhail Youzhny,Russian Federation,0.0,0.0,50.0,99.0,31.0,50.0,30.0,49.0,4.0,8.0,15.0,17.0,61.0,16.0,35.0,3.0,8.0,16.0,61.0,99.0,33.0,96.0,94.0,195.0,True
2000,"Stockholm, Sweden",2000-11-20,WS,Indoor: Hard,Draw: 32,20,29.0,"$13,050",R16,Andreas Vinciguerra (SWE),55,"L 5-7, 6-7(3)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=429&y=2000&r=4&p=F324,Stockholm,R16,84,Andreas Vinciguerra,Roger Federer,Switzerland,6.0,5.0,55.0,90.0,43.0,55.0,12.0,35.0,4.0,6.0,12.0,8.0,37.0,10.0,31.0,1.0,2.0,12.0,55.0,90.0,18.0,68.0,73.0,158.0,Andreas Vinciguerra,Sweden,3.0,2.0,37.0,68.0,29.0,37.0,21.0,31.0,1.0,2.0,12.0,12.0,55.0,23.0,35.0,2.0,6.0,12.0,50.0,68.0,35.0,90.0,85.0,158.0,False
2000,"ATP Masters Series Paris, France",2000-11-13,SU,Indoor: Carpet,Draw: 48,5,24.0,"$9,200",R64,Dominik Hrbaty (SVK),19,"L 6-4, 2-6, 2-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=352&y=2000&r=2&p=F324,ATP Masters Series Paris,R64,87,Dominik Hrbaty,Roger Federer,Switzerland,7.0,3.0,55.0,90.0,40.0,55.0,13.0,35.0,5.0,9.0,13.0,10.0,42.0,15.0,37.0,1.0,4.0,13.0,53.0,90.0,25.0,79.0,78.0,169.0,Dominik Hrbaty,Slovakia,5.0,3.0,42.0,79.0,32.0,42.0,22.0,37.0,3.0,4.0,13.0,15.0,55.0,22.0,35.0,4.0,9.0,13.0,54.0,79.0,37.0,90.0,91.0,169.0,False
2000,"Lyon, France",2000-11-06,WS,Indoor: Carpet,Draw: 32,20,24.0,"$13,050",R32,Nicolas Escude (FRA),38,"W 6-3, 7-6(3)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=375&y=2000&r=3&p=F324,Lyon,R32,86,Roger Federer,Roger Federer,Switzerland,2.0,1.0,35.0,65.0,30.0,35.0,17.0,30.0,0.0,0.0,10.0,13.0,47.0,26.0,49.0,2.0,9.0,11.0,47.0,65.0,39.0,96.0,86.0,161.0,Nicolas Escude,France,5.0,3.0,47.0,96.0,34.0,47.0,23.0,49.0,7.0,9.0,11.0,5.0,35.0,13.0,30.0,0.0,0.0,10.0,57.0,96.0,18.0,65.0,75.0,161.0,True
2000,"Lyon, France",2000-11-06,WS,Indoor: Carpet,Draw: 32,20,24.0,"$13,050",R16,Karol Kucera (SVK),74,"L 6-3, 2-6, 1-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=375&y=2000&r=4&p=F324,Lyon,R16,92,Karol Kucera,Roger Federer,Switzerland,3.0,9.0,35.0,80.0,22.0,35.0,20.0,45.0,1.0,6.0,12.0,10.0,37.0,16.0,34.0,2.0,4.0,12.0,42.0,80.0,26.0,71.0,68.0,151.0,Karol Kucera,Slovakia,4.0,6.0,37.0,71.0,27.0,37.0,18.0,34.0,2.0,4.0,12.0,13.0,35.0,25.0,45.0,5.0,6.0,12.0,45.0,71.0,38.0,80.0,83.0,151.0,False
2000,"ATP Masters Series Stuttgart, Germany",2000-10-30,SU,Indoor: Hard,Draw: 48,35,25.0,"$17,500",R64,Jan-Michael Gambill (USA),27,"W 7-6(3), 1-0 RET",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=357&y=2000&r=2&p=F324,ATP Masters Series Stuttgart,R64,47,Roger Federer,Roger Federer,Switzerland,6.0,3.0,34.0,53.0,24.0,34.0,12.0,19.0,1.0,2.0,7.0,2.0,20.0,7.0,12.0,1.0,1.0,6.0,36.0,53.0,9.0,32.0,45.0,85.0,Jan-Michael Gambill,United States,6.0,0.0,20.0,32.0,18.0,20.0,5.0,12.0,0.0,1.0,6.0,10.0,34.0,7.0,19.0,1.0,2.0,7.0,23.0,32.0,17.0,53.0,40.0,85.0,True
2000,"ATP Masters Series Stuttgart, Germany",2000-10-30,SU,Indoor: Hard,Draw: 48,35,25.0,"$17,500",R32,Yevgeny Kafelnikov (RUS),5,"L 5-7, 3-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=357&y=2000&r=3&p=F324,ATP Masters Series Stuttgart,R32,73,Yevgeny Kafelnikov,Roger Federer,Switzerland,7.0,5.0,46.0,79.0,30.0,46.0,14.0,33.0,5.0,9.0,10.0,5.0,21.0,15.0,40.0,2.0,5.0,11.0,44.0,79.0,20.0,61.0,64.0,140.0,Yevgeny Kafelnikov,Russian Federation,3.0,5.0,21.0,61.0,16.0,21.0,25.0,40.0,3.0,5.0,11.0,16.0,46.0,19.0,33.0,4.0,9.0,10.0,41.0,61.0,35.0,79.0,76.0,140.0,False
2000,"Basel, Switzerland",2000-10-23,WS,Indoor: Carpet,Draw: 32,175,34.0,"$81,000",R32,Tommy Haas (GER),20,"W 6-3, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=328&y=2000&r=3&p=F324,Basel,R32,70,Roger Federer,Roger Federer,Switzerland,9.0,0.0,36.0,53.0,26.0,36.0,12.0,17.0,1.0,1.0,9.0,12.0,37.0,19.0,30.0,3.0,6.0,9.0,38.0,53.0,31.0,67.0,69.0,120.0,Tommy Haas,Germany,3.0,5.0,37.0,67.0,25.0,37.0,11.0,30.0,3.0,6.0,9.0,10.0,36.0,5.0,17.0,0.0,1.0,9.0,36.0,67.0,15.0,53.0,51.0,120.0,True
2000,"Basel, Switzerland",2000-10-23,WS,Indoor: Carpet,Draw: 32,175,34.0,"$81,000",R16,Andrei Pavel (ROU),27,"W 7-6(4), 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=328&y=2000&r=4&p=F324,Basel,R16,77,Roger Federer,Roger Federer,Switzerland,5.0,1.0,44.0,63.0,35.0,44.0,13.0,19.0,0.0,0.0,11.0,11.0,40.0,9.0,25.0,1.0,1.0,11.0,48.0,63.0,20.0,65.0,68.0,128.0,Andrei Pavel,Romania,5.0,3.0,40.0,65.0,29.0,40.0,16.0,25.0,0.0,1.0,11.0,9.0,44.0,6.0,19.0,0.0,0.0,11.0,45.0,65.0,15.0,63.0,60.0,128.0,True
2000,"Basel, Switzerland",2000-10-23,WS,Indoor: Carpet,Draw: 32,175,34.0,"$81,000",Q,Nicolas Thomann (FRA),185,"W 6-4, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=328&y=2000&r=5&p=F324,Basel,Q,78,Roger Federer,Roger Federer,Switzerland,9.0,0.0,40.0,54.0,30.0,40.0,11.0,14.0,1.0,1.0,10.0,10.0,36.0,14.0,32.0,2.0,5.0,10.0,41.0,54.0,24.0,68.0,65.0,122.0,Nicolas Thomann,France,3.0,1.0,36.0,68.0,26.0,36.0,18.0,32.0,3.0,5.0,10.0,10.0,40.0,3.0,14.0,0.0,1.0,10.0,44.0,68.0,13.0,54.0,57.0,122.0,True
2000,"Basel, Switzerland",2000-10-23,WS,Indoor: Carpet,Draw: 32,175,34.0,"$81,000",S,Lleyton Hewitt (AUS),9,"W 6-4, 5-7, 7-6(6)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=328&y=2000&r=6&p=F324,Basel,S,151,Roger Federer,Roger Federer,Switzerland,12.0,5.0,74.0,116.0,49.0,74.0,23.0,42.0,12.0,16.0,17.0,18.0,55.0,21.0,52.0,4.0,10.0,17.0,72.0,116.0,39.0,107.0,111.0,223.0,Lleyton Hewitt,Australia,3.0,4.0,55.0,107.0,37.0,55.0,31.0,52.0,6.0,10.0,17.0,25.0,74.0,19.0,42.0,4.0,16.0,17.0,68.0,107.0,44.0,116.0,112.0,223.0,True
2000,"Basel, Switzerland",2000-10-23,WS,Indoor: Carpet,Draw: 32,175,34.0,"$81,000",F,Thomas Enqvist (SWE),6,"L 2-6, 6-4, 6-7(4), 6-1, 1-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=328&y=2000&r=7&p=F324,Basel,F,176,Thomas Enqvist,Roger Federer,Switzerland,15.0,5.0,77.0,137.0,58.0,77.0,31.0,60.0,5.0,10.0,22.0,25.0,79.0,29.0,72.0,4.0,14.0,22.0,89.0,137.0,54.0,151.0,143.0,288.0,Thomas Enqvist,Sweden,10.0,3.0,79.0,151.0,54.0,79.0,43.0,72.0,10.0,14.0,22.0,19.0,77.0,29.0,60.0,5.0,10.0,22.0,97.0,151.0,48.0,137.0,145.0,288.0,False
2000,"Vienna, Austria",2000-10-09,CS,Indoor: Hard,Draw: 32,110,31.0,"$36,000",R32,Magnus Norman (SWE),4,"W 4-6, 7-6(4), 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=337&y=2000&r=3&p=F324,Vienna,R32,147,Roger Federer,Roger Federer,Switzerland,11.0,2.0,62.0,107.0,44.0,62.0,21.0,45.0,6.0,10.0,16.0,27.0,75.0,22.0,46.0,4.0,13.0,16.0,65.0,107.0,49.0,121.0,114.0,228.0,Magnus Norman,Sweden,5.0,1.0,75.0,121.0,48.0,75.0,24.0,46.0,9.0,13.0,16.0,18.0,62.0,24.0,45.0,4.0,10.0,16.0,72.0,121.0,42.0,107.0,114.0,228.0,True
2000,"Vienna, Austria",2000-10-09,CS,Indoor: Hard,Draw: 32,110,31.0,"$36,000",R16,Max Mirnyi (BLR),43,"W 6-3, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=337&y=2000&r=4&p=F324,Vienna,R16,76,Roger Federer,Roger Federer,Switzerland,5.0,1.0,40.0,67.0,29.0,40.0,16.0,27.0,7.0,7.0,9.0,7.0,33.0,18.0,26.0,3.0,3.0,9.0,45.0,67.0,25.0,59.0,70.0,126.0,Max Mirnyi,Belarus,6.0,3.0,33.0,59.0,26.0,33.0,8.0,26.0,0.0,3.0,9.0,11.0,40.0,11.0,27.0,0.0,7.0,9.0,34.0,59.0,22.0,67.0,56.0,126.0,True
2000,"Vienna, Austria",2000-10-09,CS,Indoor: Hard,Draw: 32,110,31.0,"$36,000",Q,Richard Krajicek (NED),20,"W 6-4, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=337&y=2000&r=5&p=F324,Vienna,Q,74,Roger Federer,Roger Federer,Switzerland,6.0,3.0,40.0,70.0,31.0,40.0,18.0,30.0,7.0,7.0,10.0,10.0,33.0,6.0,17.0,2.0,3.0,9.0,49.0,70.0,16.0,50.0,65.0,120.0,Richard Krajicek,Netherlands,12.0,2.0,33.0,50.0,23.0,33.0,11.0,17.0,1.0,3.0,9.0,9.0,40.0,12.0,30.0,0.0,7.0,10.0,34.0,50.0,21.0,70.0,55.0,120.0,True
2000,"Vienna, Austria",2000-10-09,CS,Indoor: Hard,Draw: 32,110,31.0,"$36,000",S,Tim Henman (GBR),10,"L 6-2, 6-7(4), 3-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=337&y=2000&r=6&p=F324,Vienna,S,129,Tim Henman,Roger Federer,Switzerland,6.0,2.0,50.0,78.0,35.0,50.0,22.0,28.0,2.0,4.0,14.0,15.0,55.0,26.0,50.0,3.0,12.0,15.0,57.0,78.0,41.0,105.0,98.0,183.0,Tim Henman,Great Britain,7.0,5.0,55.0,105.0,40.0,55.0,24.0,50.0,9.0,12.0,15.0,15.0,50.0,6.0,28.0,2.0,4.0,14.0,64.0,105.0,21.0,78.0,85.0,183.0,False
2000,"Sydney Olympics, Sydney, Australia",2000-09-18,OL,Outdoor: Hard,Draw: 64,155,36.0,$,R64,David Prinosil (GER),60,"W 6-2, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=96&y=2000&r=2&p=F324,Sydney Olympics,R64,0,Roger Federer,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,David Prinosil,Germany,,,,,,,,,,,,,,,,,,,,,,,,,True
2000,"Sydney Olympics, Sydney, Australia",2000-09-18,OL,Outdoor: Hard,Draw: 64,155,36.0,$,R32,Karol Kucera (SVK),43,"W 6-4, 7-6(5)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=96&y=2000&r=3&p=F324,Sydney Olympics,R32,0,Roger Federer,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,Karol Kucera,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,True
2000,"Sydney Olympics, Sydney, Australia",2000-09-18,OL,Outdoor: Hard,Draw: 64,155,36.0,$,R16,Mikael Tillstrom (SWE),61,"W 6-1, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=96&y=2000&r=4&p=F324,Sydney Olympics,R16,0,Roger Federer,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,Mikael Tillstrom,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,True
2000,"Sydney Olympics, Sydney, Australia",2000-09-18,OL,Outdoor: Hard,Draw: 64,155,36.0,$,Q,Karim Alami (MAR),34,"W 7-6(2), 6-1",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=96&y=2000&r=5&p=F324,Sydney Olympics,Q,0,Roger Federer,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,Karim Alami,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,True
2000,"Sydney Olympics, Sydney, Australia",2000-09-18,OL,Outdoor: Hard,Draw: 64,155,36.0,$,S,Tommy Haas (GER),48,"L 3-6, 2-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=96&y=2000&r=6&p=F324,Sydney Olympics,S,0,Tommy Haas,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,Tommy Haas,Germany,,,,,,,,,,,,,,,,,,,,,,,,,False
2000,"Sydney Olympics, Sydney, Australia",2000-09-18,OL,Outdoor: Hard,Draw: 64,155,36.0,$,OB,Arnaud Di Pasquale (FRA),62,"L 6-7(5), 7-6(7), 3-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=96&y=2000&r=9&p=F324,Sydney Olympics,OB,0,Arnaud Di Pasquale,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,Arnaud Di Pasquale,France,,,,,,,,,,,,,,,,,,,,,,,,,False
2000,"US Open, NY, U.S.A.",2000-08-28,GS,Outdoor: Hard,Draw: 128,75,40.0,"$35,000",R128,Peter Wessels (NED),89,"W 4-6, 4-6, 6-3, 7-5, 3-4 RET",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=560&y=2000&r=1&p=F324,US Open,R128,152,Roger Federer,Roger Federer,Switzerland,15.0,9.0,85.0,150.0,62.0,85.0,38.0,65.0,5.0,8.0,25.0,20.0,81.0,17.0,47.0,3.0,5.0,24.0,100.0,150.0,37.0,128.0,137.0,278.0,Peter Wessels,Netherlands,15.0,4.0,81.0,128.0,61.0,81.0,30.0,47.0,2.0,5.0,24.0,23.0,85.0,27.0,65.0,3.0,8.0,25.0,91.0,128.0,50.0,150.0,141.0,278.0,True
2000,"US Open, NY, U.S.A.",2000-08-28,GS,Outdoor: Hard,Draw: 128,75,40.0,"$35,000",R64,Daniel Nestor (CAN),307,"W 6-1, 7-6(5), 6-1",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=560&y=2000&r=2&p=F324,US Open,R64,92,Roger Federer,Roger Federer,Switzerland,15.0,1.0,55.0,88.0,48.0,55.0,18.0,33.0,4.0,4.0,14.0,21.0,54.0,13.0,23.0,4.0,8.0,12.0,66.0,88.0,34.0,77.0,100.0,165.0,Daniel Nestor,Canada,7.0,4.0,54.0,77.0,33.0,54.0,10.0,23.0,4.0,8.0,12.0,7.0,55.0,15.0,33.0,0.0,4.0,14.0,43.0,77.0,22.0,88.0,65.0,165.0,True
